Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,class
Treatment,High Value,234.3669025,,95.56012649,88.73435359,No,2
Control,Low Value,229.7401414,,51.68320233,69.32075784,No,2
Treatment,Low Value,65.08002112,108.344635,22.49940227,,Yes,2
Treatment,Low Value,267.7564512,410.0026506,47.73625776,64.57488841,,2
Treatment,High Value,195.533227,308.6766359,72.36227779,,No,2
Treatment,Low Value,234.9217511,369.022204,51.79997801,55.79667954,Yes,2
Treatment,Low Value,205.0129128,,68.94020232,75.9076796,Yes,2
Control,Low Value,174.3599118,217.5358171,71.65580344,,No,2
Control,Low Value,,287.6528797,55.24267861,71.69451546,,2
Treatment,High Value,208.7906295,320.6241172,65.60391038,54.40517322,No,2
Control,,283.795387,327.3041722,99.8900374,100,No,2
Control,Low Value,189.0272546,223.9959319,57.46407347,66.05242498,No,2
Treatment,Low Value,159.2435931,266.7860983,73.58716622,76,Yes,2
Control,,207.418277,240.0667383,,74.82220237,No,2
Treatment,Medium Value,,284.3467913,65.08199535,70.39327327,No,2
Treatment,Low Value,155.8835589,246.7758956,45.2281571,49.01915296,No,2
Control,,187.5133123,234.0720068,,64.08708763,No,2
Treatment,Medium Value,224.3936214,342.8399957,67.56218028,69.64707916,Yes,2
Treatment,Medium Value,60.17795829,100.5700213,65.12608023,79.40323639,Yes,2
Treatment,Low Value,193.2849281,,47.47024583,56.50845019,No,2
Treatment,,236.6715557,361.8102156,100,100,Yes,2
Treatment,High Value,290.1681651,450.74206,,75.62688348,Yes,2
Control,Low Value,111.51685,135.6519103,57.25662208,60.77619738,No,2
Control,Low Value,132.4116719,153.9693164,56.36979026,76,Yes,2
Treatment,Medium Value,195.0131762,316.1330955,,51.93619569,No,2
Treatment,Medium Value,144.3339762,239.7428482,92.4579924,84.06512344,Yes,2
,High Value,139.1954841,164.7976068,64.04663863,62.44523115,No,2
Treatment,Low Value,142.0683481,,46.30890863,53.21380096,,2
Control,Medium Value,174.0941069,201.8728366,65.27400656,81.86461781,No,2
,,139.9912375,220.104164,70.24902619,78.77420774,Yes,2
Treatment,,151.0742588,246.3665362,85.3006503,93.87798449,Yes,2
Treatment,High Value,189.0760576,304.5981785,77.8358816,78.25141949,Yes,2
Treatment,Medium Value,114.2577518,182.4502249,,,No,2
Treatment,Medium Value,123.2156525,,75.04993078,74.58552822,Yes,2
Treatment,,174.2621905,269.309946,47.99634025,59.20715325,Yes,2
Treatment,,233.2987016,367.3292831,45.44037488,,No,2
,High Value,247.1916145,299.5741275,78.70401426,95.41675683,Yes,2
Control,High Value,274.3712019,334.6768514,77.09368738,77.55459926,Yes,2
,Medium Value,100.2928461,126.4298157,59.39045173,68.1336609,No,2
Treatment,Medium Value,110.9412856,165.8134289,77.97366516,,Yes,2
,,172.4806419,276.7432298,48.82975235,43.43366137,No,2
Treatment,,,298.0710316,56.1650007,59.13520846,No,2
,,195.2077922,313.9098982,53.19530698,61.9947717,No,2
,Medium Value,118.4770474,201.884961,83.70926702,89.46934034,No,2
Treatment,High Value,272.8442849,424.6443031,99.10479276,,Yes,2
Treatment,Low Value,165.7183502,,54.86184074,,No,2
Control,Low Value,197.9629306,248.8861513,,76,Yes,2
Treatment,,152.8975559,241.089443,62.08461336,63.03326251,No,2
Control,Low Value,100.6589443,115.515185,50.21590813,31.40130458,No,2
Control,High Value,252.9167604,299.9288514,95.31520565,96.09158216,No,2
Treatment,Medium Value,208.6093987,321.649975,70.24902619,68.99771151,Yes,2
Treatment,Low Value,110.9881515,,45.35708114,,No,2
Control,Low Value,142.2344665,167.2576186,52.14402062,45.73550912,Yes,2
Control,Medium Value,219.6920773,251.6683363,69.33825989,59.68157677,No,2
Treatment,Medium Value,197.8135544,311.3222882,92.51465123,99.73549275,No,2
Treatment,Low Value,201.4422207,319.1923099,57.82818749,62.50898871,No,2
Control,,170.0751288,210.6077842,99.44358368,100,Yes,2
,Medium Value,249.8408215,371.2669354,67.37301819,,No,2
Treatment,High Value,204.8579442,321.4254662,78.00263911,73.11311821,Yes,2
,Low Value,59.5109439,92.58412763,,,,2
Control,High Value,210.7849436,258.4452579,95.69987023,95.86349985,Yes,2
Control,Low Value,192.782599,222.5573809,63.61480543,63.90162924,Yes,2
Control,Low Value,181.251539,220.5223579,40.9182454,38.05075237,No,2
Treatment,Low Value,156.9988675,249.0724184,68.16321006,64.36310451,Yes,2
Treatment,Low Value,84.69771233,143.1340622,59.38275627,63.00808373,No,2
Control,High Value,175.5381758,215.7206059,97.05492853,89.95220292,No,2
Control,Low Value,211.9739494,260.4113521,76,,Yes,2
,Low Value,134.1578271,156.3580977,49.39334173,42.18958987,No,2
Treatment,High Value,224.6226816,352.9742054,82.34050737,94.48873203,No,2
Control,Medium Value,167.0246428,210.8723049,74.31507688,,Yes,2
Control,High Value,287.7143441,344.5905061,83.70100895,95.60398182,No,2
Treatment,,196.8914354,,88.11714312,97.08115231,No,2
Treatment,High Value,272.1098135,419.5107141,,74.98151902,,2
Treatment,Low Value,178.4508204,279.5875771,58.14175979,63.60541403,Yes,2
Control,Low Value,177.6708777,206.4645747,50.29107283,46.95704967,Yes,2
Treatment,Low Value,139.0618143,219.1692493,49.87869351,50.85067562,No,2
Treatment,Medium Value,,189.7508876,62.1891962,77.71378144,Yes,2
,Low Value,158.3054271,198.4892652,46.98488025,43.84446166,,2
,,273.4267784,445.9487931,55.92128323,61.96487147,,2
Control,Low Value,152.3570701,175.4971003,56.0203463,52.63014956,No,2
Control,High Value,170.0901916,198.4507369,,,Yes,2
Treatment,Low Value,164.1969905,265.6509906,50.47281294,64.16377405,No,2
Treatment,,289.9577059,449.4183237,80.52549129,74.97694043,No,2
Treatment,Medium Value,226.3459236,355.6236595,65.57939449,,Yes,2
Treatment,Low Value,225.1578906,364.9784415,,53.93952004,No,2
Treatment,,93.27696221,162.547043,,76.95720147,No,2
Treatment,Low Value,132.4309136,200.1141684,54.37103485,,Yes,2
Control,Low Value,,,48.69369023,55.33316262,Yes,2
Control,Low Value,220.6976997,270.7701816,59.10644215,55.44765362,No,2
Treatment,,236.8818129,381.9126463,88.88802561,100,No,2
Control,Medium Value,241.2378661,287.8707476,62.41561613,,Yes,2
Treatment,High Value,,169.9499511,82.21487716,,No,2
,Medium Value,245.1372905,285.9626831,80.15202763,97.81059815,Yes,2
Control,Medium Value,225.1282051,265.0149342,,,No,2
Control,Medium Value,139.9724307,174.6727845,,80.80537333,Yes,2
Treatment,High Value,199.3534072,318.6173253,95.86797971,100,Yes,2
,,129.6353905,162.1735194,43.17835283,,No,2
Treatment,,159.9733945,254.1903858,41.98149977,39.77200727,Yes,2
Control,Low Value,190.2174407,230.3961013,50.67453297,49.42841531,No,2
Control,Low Value,227.3016794,271.147296,58.72768635,66.9443009,No,2
Control,Low Value,123.432819,148.823958,40.56380979,47.74119456,Yes,2
Control,High Value,181.2109233,226.2908538,,81.97393101,,2
Control,High Value,,184.6053701,92.32067127,93.43345583,No,2
Treatment,High Value,,382.7256865,72.27022343,73.30047046,No,2
Treatment,High Value,,190.4760331,,,No,2
Control,High Value,218.7857608,,,100,No,2
,,134.6227957,155.2268011,78.3098388,86.27569993,Yes,2
Control,High Value,,240.3649252,,100,,2
Control,Low Value,,256.837355,53.87575742,,No,2
Treatment,Medium Value,159.3558189,249.2250056,59.15492504,71.18390152,,2
Control,High Value,218.6050493,260.6342559,100,90.8053878,Yes,2
Treatment,Medium Value,140.6442139,222.6375361,71.73565791,,Yes,2
Control,High Value,188.6268431,223.9154523,,100,Yes,2
Treatment,High Value,117.9784215,194.1516752,100,100,Yes,2
,Low Value,,243.7668889,52.54317683,59.2057193,No,2
Control,Medium Value,169.4349892,196.1226888,,86.66027245,Yes,2
,Low Value,155.808605,244.1470118,42.44653551,50.59839777,Yes,2
,,178.9587821,218.5386681,47.04874386,51.07610572,No,2
,,79.15416243,95.0533139,68.98668353,,No,2
,Low Value,143.0214117,172.1553935,54.31537653,65.63599365,No,2
Treatment,High Value,211.8890509,335.0904907,,75.47254871,Yes,2
Control,High Value,201.5762536,248.1128254,,,,2
Control,High Value,325.8390838,390.9928865,93.53808601,100,,2
Treatment,High Value,,443.9205359,93.88479181,85.63739713,Yes,2
,High Value,,341.7964183,,100,Yes,2
Treatment,Low Value,117.2831557,,62.85079558,52.75881215,No,2
Control,Low Value,152.2998251,,50.99519915,44.8763805,No,2
Control,High Value,241.145433,300.2842553,78.15403076,62.46701795,No,2
Control,High Value,210.9816084,250.4226368,92.52794246,73.46825588,No,2
Treatment,,,367.3698361,63.13910031,66.76050481,Yes,2
Control,Medium Value,,215.3852863,68.09620814,82.71397567,Yes,2
Control,,176.0232825,215.2648204,59.26349579,64.75144459,No,2
Treatment,Low Value,238.5754063,385.0631269,,75.1537494,Yes,2
Treatment,Low Value,,179.9404917,59.71369437,63.9843585,Yes,2
Treatment,,246.4513938,382.1083,38.74561954,45.7073801,Yes,2
Treatment,Low Value,,311.4523006,,52.91799214,No,2
Treatment,Medium Value,344.6493002,538.3311045,87.24865611,92.23854329,Yes,2
,High Value,174.2350131,213.2896743,86.40135857,95.99851169,No,2
Treatment,High Value,299.8692312,493.0386126,91.41357044,,Yes,2
Control,Medium Value,193.0932107,231.8243052,74.16832281,,Yes,2
Control,High Value,196.4916834,228.13318,100,100,Yes,2
Treatment,High Value,220.5096956,342.0151432,76.21029208,67.08930919,Yes,2
Treatment,High Value,,348.0951315,82.3096916,,No,2
Treatment,,146.7118477,222.1335916,,68.28338069,No,2
Control,Medium Value,181.2137338,215.9302848,48.8541346,,No,2
Treatment,,228.4578274,,92.11314782,86.85418861,Yes,2
Treatment,High Value,,295.2564088,75.34452105,,No,2
Treatment,High Value,243.5211949,380.2658416,98.9052686,85.68899214,No,2
,Low Value,147.7552362,230.9958949,47.55624311,,No,2
Treatment,,,299.8484607,43.15050939,40.26017407,No,2
,Low Value,181.4286682,221.535384,60.37596122,52.65709872,Yes,2
Control,Medium Value,207.9014594,266.8385385,74.34367943,79.54980835,Yes,2
Control,,120.6510665,145.2565197,84.11817733,,Yes,2
Treatment,Medium Value,239.1050284,373.8503418,,63.15104208,Yes,2
Treatment,Medium Value,138.0221057,222.7831466,74.55458541,95.67254698,No,2
Treatment,,,271.6127388,85.07839868,88.21644932,Yes,2
Control,High Value,168.8477935,202.6612545,90.10998807,100,Yes,2
Treatment,Low Value,175.3167404,286.5822377,55.06023809,,Yes,2
Treatment,High Value,307.6285247,472.4338971,39.39764313,100,No,2
,,242.5761611,372.7987588,85.20309119,86.77108281,,2
Control,,183.1575324,226.4557258,35.07868173,,No,2
Treatment,Medium Value,,255.7387797,56.72691309,,Yes,2
Control,Medium Value,105.4765654,122.6935019,56.88588055,72.15975698,No,2
Treatment,Low Value,204.2389973,323.8896839,45.0092606,51.07657672,Yes,2
Control,Low Value,198.437895,,,48.90628003,Yes,2
Control,,208.255659,253.3098974,50.66810526,57.67829348,Yes,2
Control,High Value,194.7848981,234.8396161,74.26223816,,Yes,2
Treatment,Medium Value,,318.5682969,,100,No,2
Treatment,High Value,175.9686063,287.7223836,94.12804604,100,No,2
Control,Low Value,,172.195529,,66.62447784,No,2
Control,Medium Value,170.1672501,201.2934366,75.5542936,,No,2
Treatment,,208.8708233,340.614231,,46.44584278,No,2
Treatment,,174.1971722,274.4766743,51.58112757,53.5106065,No,2
Control,Medium Value,187.9731575,209.7311304,81.73923034,75.89386988,No,2
Treatment,High Value,218.2059373,348.0705974,100,,No,2
Treatment,High Value,209.6168921,311.6273284,87.10703806,82.9554263,Yes,2
Treatment,Low Value,220.5658168,343.8035419,69.84191555,75.52023171,Yes,2
Treatment,High Value,165.748018,268.7175183,87.44588797,,Yes,2
Control,,211.9811158,260.6262526,,94.04349318,Yes,2
Treatment,High Value,222.53644,344.7922826,99.49733403,100,No,2
Treatment,Medium Value,90.93083821,150.4622928,47.59554387,49.49672261,Yes,2
Control,High Value,221.5033245,274.9396326,78.49257706,83.79533768,Yes,2
Control,Low Value,227.4712532,272.1360347,45.41617847,49.85218873,Yes,2
Treatment,Medium Value,166.0154305,259.8762762,57.44114266,55.28015179,No,2
Treatment,,133.0501872,212.7630501,63.86594601,85.55912479,Yes,2
Treatment,High Value,230.0397274,352.6866452,,,No,2
Treatment,Medium Value,200.6524955,310.1796258,83.36280751,83.9650974,Yes,2
Control,Low Value,236.3401735,291.6374195,60.97743547,50.6336321,Yes,2
Control,Low Value,,235.7379633,40.25458304,50.12460092,No,2
Control,Medium Value,143.7750536,179.0538852,90.10449825,,No,2
Treatment,High Value,149.0390581,238.8248018,100,100,Yes,2
Treatment,High Value,254.7686696,,88.03222066,94.34280591,No,2
Treatment,Medium Value,201.4501334,310.5197177,81.95080629,92.20090245,No,2
Treatment,Low Value,161.8394606,256.3456538,44.70997062,41.78111769,Yes,2
,Medium Value,,241.8853874,,87.11249169,No,2
Control,High Value,228.9123028,272.1828172,62.28021532,57.81181444,No,2
Treatment,High Value,227.6540288,344.7784518,81.83300287,94.67054924,Yes,2
Control,Medium Value,109.3031112,139.0301303,82.56379622,81.56625666,Yes,2
Treatment,,213.8331226,343.7156272,49.37983342,47.91692665,Yes,2
Treatment,Medium Value,247.9135239,397.1421105,64.00317351,69.51534873,Yes,2
Control,Low Value,252.3002396,310.0586136,47.38415931,63.70354912,No,2
,Low Value,237.6096813,374.6220894,50.44021395,54.60353738,Yes,2
,Medium Value,120.7981089,193.2615668,,99.34309758,No,2
Control,Medium Value,,215.9492771,85.67910009,100,Yes,2
Treatment,Low Value,,288.3454025,,43.24627077,No,2
Treatment,Low Value,212.8282733,337.3382456,,61.42510352,No,2
Control,Low Value,36.3383726,46.63845726,29.12333741,76,,2
Treatment,Low Value,155.1929822,,45.68110367,29.78561864,No,2
Control,High Value,105.2572595,132.4499824,68.39856196,50.81298325,No,2
Treatment,Medium Value,198.8957589,305.5344343,63.03991696,,No,2
Control,,226.3315045,281.8319469,49.23103325,56.23649156,No,2
Control,Medium Value,186.6221615,222.735826,,85.64077172,Yes,2
Control,Low Value,142.9044111,174.4523179,53.28579426,,Yes,2
Treatment,Medium Value,208.8898189,322.0981503,,96.08862713,,2
Control,,204.6047016,247.1437493,55.41887265,,Yes,2
Control,Low Value,190.0881779,233.6460026,50.52033676,60.64327557,No,2
,Low Value,110.1421173,136.4773982,63.81914761,73.20966218,Yes,2
Control,,193.6094928,231.9089774,81.50449784,88.68671159,Yes,2
Control,,191.9323466,228.9720504,,69.83532747,No,2
Treatment,Medium Value,230.6541256,365.631034,77.03513164,91.28058974,No,2
Treatment,High Value,201.9816171,328.6890825,83.50755736,86.72430062,Yes,2
Treatment,Low Value,,429.2581888,56.63806396,67.54358805,Yes,2
Treatment,High Value,204.7489103,341.2069008,82.82013036,,No,2
Treatment,High Value,175.5516852,271.8295816,73.90958253,73.92144865,No,2
Treatment,,121.5790338,187.5130778,44.00866977,48.8395328,No,2
Treatment,Low Value,145.6405196,229.7337794,56.8663071,51.75899979,No,2
,High Value,161.5843131,195.9057077,55.03850777,,Yes,2
Treatment,Low Value,165.7004741,251.6045665,59.28600371,72.96873737,No,2
Control,Medium Value,257.7604645,317.3677391,,76.79616888,Yes,2
Control,Medium Value,100.6422049,118.9164168,61.81679421,77.75704498,Yes,2
Treatment,High Value,124.9122201,193.3435628,97.11684748,100,Yes,2
Control,,197.1187858,242.6477241,51.69222467,49.00945313,No,2
Control,Low Value,98.56083666,114.2936351,54.9773254,47.98451735,Yes,2
Control,Low Value,109.2315338,132.2985772,63.3709224,74.26790605,No,2
Control,,225.7531865,279.1100056,68.10015634,73.86743861,No,2
Treatment,,202.3980816,320.346517,79.34832074,92.23247469,Yes,2
,Medium Value,,324.7166073,72.66484311,93.26232199,Yes,2
Treatment,Medium Value,210.0350616,339.2864601,51.25209665,,No,2
,Low Value,222.909878,350.553019,53.66027504,52.62999515,,2
Treatment,Medium Value,204.86577,296.6586322,93.84561275,90.44709326,No,2
Treatment,Low Value,218.2331934,352.6940253,54.85691731,59.18927153,Yes,2
,Low Value,173.836668,274.2762893,54.76895694,46.02286196,No,2
Treatment,Low Value,171.5694804,276.7587052,43.13189826,49.31868488,No,2
Treatment,Medium Value,199.9219557,326.6023198,81.98849626,91.32855651,Yes,2
Treatment,,213.3126667,320.9546938,51.67770508,65.12153629,No,2
Control,High Value,213.7236732,259.6781115,84.83629329,67.29835329,Yes,2
Treatment,Medium Value,273.6442025,443.0266052,76.57893914,92.51567563,No,2
,High Value,246.5527352,297.7136348,55.72600839,65.85928822,,2
Control,,138.2589828,173.9556703,35.44117637,34.5407994,No,2
,,332.897023,395.333467,67.62245397,,Yes,2
Control,Medium Value,169.1506424,208.8735042,81.47966556,,Yes,2
Treatment,High Value,213.6132,326.4879824,79.06699177,70.63423668,No,2
Control,Low Value,127.1406773,160.2106298,57.81228677,63.82937912,Yes,2
Treatment,Low Value,200.3906955,312.8297424,57.67115965,57.21838106,No,2
Treatment,Medium Value,,421.9543501,51.93042253,55.47210983,No,2
Control,Medium Value,,130.3935387,62.24597994,75.39383723,Yes,2
Treatment,Medium Value,175.4850193,272.8001486,65.71077756,62.34864434,No,2
Control,Low Value,216.8438203,,55.88486505,64.81724176,Yes,2
Control,High Value,151.8266777,181.5093985,,,No,2
Treatment,High Value,227.6889371,365.4141766,85.72484958,100,No,2
Treatment,Medium Value,122.6135095,194.8964141,81.41328697,79.93959689,No,2
Control,,,283.9492295,99.46341116,73.92144865,,2
Treatment,,210.1576373,339.1494377,66.08177802,81.81638627,No,2
Treatment,Medium Value,352.3154761,549.4147337,64.64074098,67.66471267,Yes,2
Treatment,Medium Value,222.3126369,346.1709007,67.76980614,64.72126801,Yes,2
Control,Low Value,61.7319684,76.8036492,,60.20127309,Yes,2
Control,Low Value,169.2306705,210.7892334,56.95138604,67.84089776,No,2
Treatment,Low Value,200.8640726,318.5522962,55.03929696,63.74171802,No,2
Treatment,,150.1656647,235.1937131,,55.42407584,,2
Treatment,High Value,169.8101756,264.6933783,94.41924474,100,Yes,2
Treatment,High Value,174.5828309,274.8161533,83.51893274,90.60935994,,2
Treatment,Low Value,197.516688,315.5600709,49.65420625,47.8375901,No,2
Control,Low Value,,,61.739808,76,,2
Treatment,Medium Value,164.0944753,,60.66066481,76.06131899,Yes,2
Control,High Value,259.7997372,320.4048813,97.97809771,100,No,2
Treatment,,166.5239718,256.8362851,75.24668754,75.35715968,No,2
Control,Low Value,145.7945233,174.4926378,54.99402958,60.04152894,No,2
Treatment,,124.4429336,198.1825861,93.3165803,87.03760256,Yes,2
Control,Medium Value,220.6473319,262.814205,75.50382046,81.829344,No,2
Treatment,Medium Value,,322.0301921,85.25116658,93.4819589,No,2
Control,High Value,,302.2630141,71.91427174,54.91838402,No,2
Control,Low Value,162.006425,201.1014299,52.09387304,47.53111381,,2
